ANO;CODIGO_ESCOLA;CODIGO_INEP;CODIGO_DIRETORIA;NOME_DIRETORIA;NOME_ESCOLA;NOME_MUNICIPIO;ANOS_INICIAIS;ANOS_FINAIS
2024;9106;35009106;10606;SAO BERNARDO DO CAMPO;JOSE FORNARI DOUTOR;SAO BERNARDO DO CAMPO;;2,87
2024;9118;35009118;10606;SAO BERNARDO DO CAMPO;MARIA LUIZA FERRARI CICERO PROFESSORA;SAO BERNARDO DO CAMPO;;4,10
2024;9124;35009124;10606;SAO BERNARDO DO CAMPO;CLOVIS DE LUCCA PROFESSOR;SAO BERNARDO DO CAMPO;;3,48
2024;9131;35009131;10606;SAO BERNARDO DO CAMPO;MAURICIO ANTUNES FERRAZ PROFESSOR;SAO BERNARDO DO CAMPO;;2,63
2024;9155;35009155;10606;SAO BERNARDO DO CAMPO;LUIZA COLLACO QUEIROZ FONSECA PROFESSORA;SAO BERNARDO DO CAMPO;;3,58
2024;9167;35009167;10606;SAO BERNARDO DO CAMPO;JOAQUIM MOREIRA BERNARDES PROFESSOR;SAO BERNARDO DO CAMPO;;2,63
2024;9180;35009180;10606;SAO BERNARDO DO CAMPO;AMADEU OLIVERIO PROFESSOR;SAO BERNARDO DO CAMPO;;
2024;9210;35009210;10606;SAO BERNARDO DO CAMPO;MARIA IRACEMA MUNHOZ;SAO BERNARDO DO CAMPO;;2,47
2024;9234;35009234;10606;SAO BERNARDO DO CAMPO;LAURO GOMES DE ALMEIDA;SAO BERNARDO DO CAMPO;;4,63
2024;9246;35009246;10606;SAO BERNARDO DO CAMPO;CARLOS PEZZOLO PROFESSOR;SAO BERNARDO DO CAMPO;;2,44
2024;9258;35009258;10606;SAO BERNARDO DO CAMPO;YOLANDA NORONHA DO NASCIMENTO PROFESSORA;SAO BERNARDO DO CAMPO;;2,38
2024;9261;35009261;10606;SAO BERNARDO DO CAMPO;JOAO RAMALHO;SAO BERNARDO DO CAMPO;;4,15
2024;9283;35009283;10606;SAO BERNARDO DO CAMPO;20 DE AGOSTO;SAO BERNARDO DO CAMPO;;2,92
2024;9295;35009295;10606;SAO BERNARDO DO CAMPO;WALLACE COCKRANE SIMONSEN;SAO BERNARDO DO CAMPO;;3,12
2024;9313;35009313;10606;SAO BERNARDO DO CAMPO;RUDGE RAMOS;SAO BERNARDO DO CAMPO;;5,59
2024;9325;35009325;10606;SAO BERNARDO DO CAMPO;ANESIA LOUREIRO GAMA PROFESSORA;SAO BERNARDO DO CAMPO;;3,60
2024;9337;35009337;10606;SAO BERNARDO DO CAMPO;CYNIRA PIRES DOS SANTOS PROFESSORA;SAO BERNARDO DO CAMPO;;3,33
2024;9350;35009350;10606;SAO BERNARDO DO CAMPO;MARIA TRUJILO TORLONI;SAO CAETANO DO SUL;;4,38
2024;9404;35009404;10606;SAO BERNARDO DO CAMPO;JOANA MOTTA PROFESSORA;SAO CAETANO DO SUL;;4,35
2024;9436;35009436;10606;SAO BERNARDO DO CAMPO;EDGAR ALVES DA CUNHA PROFESSOR;SAO CAETANO DO SUL;;3,61
2024;9441;35009441;10606;SAO BERNARDO DO CAMPO;ALFREDO BURKART PROFESSOR;SAO CAETANO DO SUL;;3,39
2024;9453;35009453;10606;SAO BERNARDO DO CAMPO;ALEXANDRE GRIGOLLI PADRE;SAO CAETANO DO SUL;;2,89
2024;9465;35009465;10606;SAO BERNARDO DO CAMPO;YOLANDA ASCENCIO PROFESSORA;SAO CAETANO DO SUL;;3,94
2024;9477;35009477;10606;SAO BERNARDO DO CAMPO;MARIA DA CONCEICAO MOURA BRANCO PROFESSORA;SAO CAETANO DO SUL;;4,03
2024;9552;35009552;20103;SAO VICENTE;COHAB SAO VICENTE;SAO VICENTE;;1,60
2024;9554;35009554;20602;JAU;PROFESSORA SILVANA REGINA GONCALVES ERENO;IGARACU DO TIETE;;2,30
2024;9573;35009573;10606;SAO BERNARDO DO CAMPO;BONIFACIO DE CARVALHO CORONEL;SAO CAETANO DO SUL;;
2024;9581;35009581;10606;SAO BERNARDO DO CAMPO;IDALINA MACEDO COSTA SODRE DONA;SAO CAETANO DO SUL;;3,47
2024;9635;35009635;10701;CARAPICUIBA;MARIA ALICE CRISSIUMA MESQUITA DONA;CARAPICUIBA;4,76;3,06
2024;9647;35009647;10701;CARAPICUIBA;FLORA STELLA PROFESSORA;CARAPICUIBA;4,59;
2024;9659;35009659;10701;CARAPICUIBA;BENEDITO DE LIMA TUCUNDUVA DOUTOR;CARAPICUIBA;;2,54
2024;9660;35009660;10701;CARAPICUIBA;ESMERALDA BECKER FREIRE DE CARVALHO PROFESSORA;CARAPICUIBA;3,99;2,54
2024;9672;35009672;10701;CARAPICUIBA;JOSUE MATTOS DE AGUIAR;CARAPICUIBA;4,58;2,51
2024;9684;35009684;10701;CARAPICUIBA;MARISE DA COSTA CORREA DE OLIVEIRA PROFESSORA;CARAPICUIBA;4,13;
2024;9696;35009696;10701;CARAPICUIBA;ALBERTO KENWORTHY;CARAPICUIBA;6,15;2,83
2024;9702;35009702;10701;CARAPICUIBA;OSVALDO ELCI PROFESSOR;CARAPICUIBA;5,19;
2024;9714;35009714;10701;CARAPICUIBA;RICARDINA CAMPELLO FONSECA RODRIGUES;CARAPICUIBA;4,68;
2024;9726;35009726;10701;CARAPICUIBA;MARIO SALES SOUTO ENGENHEIRO;CARAPICUIBA;4,13;2,81
2024;9738;35009738;10701;CARAPICUIBA;HADLA FERES PROFESSORA;CARAPICUIBA;;3,06
2024;9748;35009748;10701;CARAPICUIBA;IGNEZ DOS SANTOS SILVA;CARAPICUIBA;4,94;
2024;9751;35009751;10701;CARAPICUIBA;TOUFIC JOULIAN;CARAPICUIBA;;3,42
2024;9763;35009763;10701;CARAPICUIBA;AMOS MEUCCI;CARAPICUIBA;;2,90
2024;9787;35009787;10703;ITAPEVI;IVANI MARIA PAES PROFESSORA;BARUERI;;
2024;9799;35009799;10703;ITAPEVI;CAIO PRADO JUNIOR DEPUTADO;BARUERI;;
2024;9817;35009817;10701;CARAPICUIBA;VICTORIO FORNASARO;CARAPICUIBA;5,00;2,95
2024;9830;35009830;10703;ITAPEVI;REPUBLICA DO EQUADOR;BARUERI;;
2024;9842;35009842;10701;CARAPICUIBA;DIVA DA CUNHA BARRA PROFESSORA;CARAPICUIBA;;
2024;9854;35009854;10701;CARAPICUIBA;WILLIAN RODRIGUES REBUA PROFESSOR;CARAPICUIBA;;
2024;9878;35009878;10703;ITAPEVI;ALAYDE DOMINGUES COUTO MACEDO PROFESSORA;BARUERI;;
2024;9885;35009885;10701;CARAPICUIBA;EDGARD DE MOURA BITTENCOURT DESEMBARGADOR;CARAPICUIBA;;3,78
2024;9891;35009891;10703;ITAPEVI;JOSE WILSON PADINHA PROFESSOR;BARUERI;;
2024;9912;35009912;10703;ITAPEVI;ALDEIA DE BARUERI;BARUERI;;
2024;9921;35009921;10703;ITAPEVI;JOSE DOMINGOS DA SILVEIRA PROFESSOR;BARUERI;;
2024;9937;35009937;20411;PIRASSUNUNGA;JARDIM AEROPORTO;PORTO FERREIRA;;3,59
2024;9945;35009945;10702;ITAPECERICA DA SERRA;CARLOS ALBERTO PEREIRA;ITAPECERICA DA SERRA;;4,05
2024;9957;35009957;10702;ITAPECERICA DA SERRA;PORCINO RODRIGUES PROF;ITAPECERICA DA SERRA;;4,60
2024;9970;35009970;10702;ITAPECERICA DA SERRA;ISABEL A REDENTORA;ITAPECERICA DA SERRA;;2,61
2024;9980;35009980;20206;TAUBATE;BAIRRO POUSO ALTO;NATIVIDADE DA SERRA;;1,82
2024;9982;35009982;10702;ITAPECERICA DA SERRA;MATILDE MARIA CREMM;ITAPECERICA DA SERRA;;3,15
2024;9994;35009994;10702;ITAPECERICA DA SERRA;SEBASTIAO DE MORAES CARDOSO;ITAPECERICA DA SERRA;;2,78
2024;10005;35010005;10702;ITAPECERICA DA SERRA;JOAO BAPTISTA DE OLIVEIRA;ITAPECERICA DA SERRA;;2,57
2024;10017;35010017;10702;ITAPECERICA DA SERRA;MARIANINHA QUEIROZ PROFESSORA;SAO LOURENCO DA SERRA;;3,41
2024;10029;35010029;10702;ITAPECERICA DA SERRA;ANGENOR DE OLIVEIRA POETA;ITAPECERICA DA SERRA;;2,96
2024;10030;35010030;10706;TABOAO DA SERRA;ODETTE DE SOUZA CARVALHO MADRE;EMBU DAS ARTES;;3,29
2024;10042;35010042;10706;TABOAO DA SERRA;BRASILINA VALENTE;EMBU DAS ARTES;4,60;
2024;10054;35010054;10706;TABOAO DA SERRA;MARIA ANTONIETA MARTINS DE ALMEIDA PROFESSORA;EMBU DAS ARTES;;2,89
2024;10066;35010066;10706;TABOAO DA SERRA;SOLANO TRINDADE;EMBU DAS ARTES;;3,16
2024;10069;35010069;20208;CARAGUATATUBA;ESCOLA ESTADUAL BAIRRO BEXIGA;ILHABELA;;
2024;10078;35010078;10706;TABOAO DA SERRA;ELIZETE DE OLIVEIRA BERTINI;EMBU DAS ARTES;5,18;
2024;10091;35010091;10706;TABOAO DA SERRA;PAULO CHAGAS NOGUEIRA ENGENHEIRO;EMBU DAS ARTES;;2,51
2024;10121;35010121;10706;TABOAO DA SERRA;EULALIA MALTA PROFESSORA;EMBU DAS ARTES;;4,11
2024;10133;35010133;10706;TABOAO DA SERRA;MARIA AUXILIADORA;EMBU DAS ARTES;;2,44
2024;10145;35010145;10706;TABOAO DA SERRA;IRIA KUNZ IRMA;EMBU DAS ARTES;3,20;2,36
2024;10157;35010157;10702;ITAPECERICA DA SERRA;OREDO RODRIGUES DA CRUZ;JUQUITIBA;;3,92
2024;10169;35010169;10706;TABOAO DA SERRA;LAURITA ORTEGA MARI;TABOAO DA SERRA;;2,76
2024;10170;35010170;10706;TABOAO DA SERRA;JULIETA CALDAS FERRAZ PROFESSORA;TABOAO DA SERRA;;3,77
2024;10182;35010182;10706;TABOAO DA SERRA;ANTONIO RUY CARDOSO PROFESSOR;TABOAO DA SERRA;;2,55
2024;10194;35010194;10706;TABOAO DA SERRA;ALIPIO DE OLIVEIRA E SILVA PROFESSOR;TABOAO DA SERRA;;3,23
2024;10236;35010236;10706;TABOAO DA SERRA;REYNALDO DO NASCIMENTO FALLEIROS DOUTOR;TABOAO DA SERRA;;2,10
2024;10248;35010248;10706;TABOAO DA SERRA;JOAO CALY PROFESSOR;TABOAO DA SERRA;5,53;2,81
2024;10259;35010259;10706;TABOAO DA SERRA;ANTONIO INACIO MACIEL;TABOAO DA SERRA;5,04;3,11
2024;10261;35010261;10706;TABOAO DA SERRA;ALMIR PEREIRA BAHIA REVERENDO;TABOAO DA SERRA;;3,21
2024;10273;35010273;10702;ITAPECERICA DA SERRA;MARIA ANDRE SCHUNCK DONA;EMBU-GUACU;;3,94
2024;10285;35010285;10702;ITAPECERICA DA SERRA;PASCHOAL CARLOS MAGNO;EMBU-GUACU;;2,21
2024;10297;35010297;10706;TABOAO DA SERRA;ZEICY APPARECIDA NOGUEIRA BAPTISTA PROFESSORA;TABOAO DA SERRA;;3,34
2024;10315;35010315;10706;TABOAO DA SERRA;IRACEMA BELLO ORICCHIO DOUTORA;EMBU DAS ARTES;3,77;2,31
2024;10327;35010327;10702;ITAPECERICA DA SERRA;JULIA DE CASTRO CARNEIRO;ITAPECERICA DA SERRA;;2,20
2024;10352;35010352;10706;TABOAO DA SERRA;WANDYCK FREITAS JORNALISTA;TABOAO DA SERRA;;3,69
2024;10364;35010364;10703;ITAPEVI;DORVALINO ABILIO TEIXEIRA;JANDIRA;;3,23
2024;10376;35010376;10703;ITAPEVI;MARIA CRISTINA LOPES;JANDIRA;;2,38
2024;10388;35010388;10703;ITAPEVI;JOSE CHALUPPE;ITAPEVI;;3,35
2024;10397;35010397;10703;ITAPEVI;VICENTE THEMUDO LESSA PROFESSOR;JANDIRA;;3,90
2024;10406;35010406;20307;SAO ROQUE;VALENCIO SOARES RODRIGUES;VARGEM GRANDE PAULISTA;;2,53
2024;10424;35010424;10703;ITAPEVI;CELINA DE BARROS BAIRAO PROFESSORA;ITAPEVI;;2,12
2024;10431;35010431;10703;ITAPEVI;AMERICO VALENTIN CHRISTIANINI;ITAPEVI;;3,50
2024;10443;35010443;10703;ITAPEVI;NACIF AMIN CHALUPE;ITAPEVI;;2,76
2024;10467;35010467;10703;ITAPEVI;RAUL BRIQUET DOUTOR;ITAPEVI;;2,48
2024;10479;35010479;10703;ITAPEVI;CLARO CAMARGO RIBEIRO;ITAPEVI;;2,17
2024;10480;35010480;10703;ITAPEVI;DIMARAES ANTONIO SANDEI PROFESSOR;ITAPEVI;;3,47
2024;10492;35010492;10701;CARAPICUIBA;VINICIUS DE MORAES;COTIA;;
2024;10509;35010509;10701;CARAPICUIBA;FERNANDO NOBRE;COTIA;;5,24
2024;10510;35010510;10701;CARAPICUIBA;CARLOS FERREIRA DE MORAES PROFESSOR;COTIA;;3,67
2024;10522;35010522;10701;CARAPICUIBA;ANTONIETA DI LASCIO OZEKI PROFESSORA;COTIA;;3,54
2024;10534;35010534;20307;SAO ROQUE;ORLANDO ELLERO PROFESSOR;VARGEM GRANDE PAULISTA;;3,72
2024;10546;35010546;10701;CARAPICUIBA;JARDIM SANTA ANGELA;COTIA;3,08;2,18
2024;10558;35010558;10701;CARAPICUIBA;IDOMINEU ANTUNES CALDEIRA;COTIA;;2,62
2024;10560;35010560;20511;TAQUARITINGA;ESCOLA ESTADUAL DE JURUPEMA;TAQUARITINGA;;3,25
2024;10561;35010561;10701;CARAPICUIBA;ZACARIAS ANTONIO DA SILVA;COTIA;;3,05
2024;10571;35010571;10701;CARAPICUIBA;JOSE BARRETO PROFESSOR;COTIA;;2,15
2024;10583;35010583;10701;CARAPICUIBA;ODAIR PACHECO PEDROSO PROFESSOR;COTIA;;1,98
2024;10595;35010595;10701;CARAPICUIBA;BATISTA CEPELOS;COTIA;;2,32
2024;10601;35010601;10701;CARAPICUIBA;ROQUE CELESTINO PIRES;COTIA;;2,57
2024;10613;35010613;10703;ITAPEVI;CANDIDO RONDON MARECHAL;ITAPEVI;;1,88
2024;10625;35010625;10701;CARAPICUIBA;ANA MACIEIRA DE OLIVEIRA;COTIA;;2,98
2024;10637;35010637;20307;SAO ROQUE;PAULO SOARES DA SILVA;VARGEM GRANDE PAULISTA;;4,00
2024;10649;35010649;10703;ITAPEVI;HENRIQUE SAMMARTINO ALFERES;JANDIRA;;2,58
2024;10650;35010650;10703;ITAPEVI;JOSE NEYDE CESAR LESSA DOUTOR;ITAPEVI;;2,34
2024;10662;35010662;10703;ITAPEVI;OSWALDO SAMMARTINO;JANDIRA;;2,50
2024;10674;35010674;10704;OSASCO;ELOI LACERDA PROF;OSASCO;;2,02
2024;10686;35010686;10704;OSASCO;ERNESTO THENN DE BARROS PROFESSOR;OSASCO;;1,80
2024;10716;35010716;10704;OSASCO;JOSE MARIA RODRIGUES LEITE PROFESSOR;OSASCO;;3,26
2024;10728;35010728;10704;OSASCO;ALCYR OLIVEIRA PORCIUNCULA PROFESSOR;OSASCO;;2,91
2024;10741;35010741;10704;OSASCO;ROSA BONFIGLIOLI;OSASCO;;2,69
2024;10789;35010789;10704;OSASCO;JOSE LIBERATTI PROFESSOR;OSASCO;;2,76
2024;10790;35010790;10704;OSASCO;FRANCISCA LISBOA PERALTA PROFESSORA;OSASCO;;3,85
2024;10807;35010807;10704;OSASCO;ANTONIO PAIVA DE SAMPAIO CORONEL;OSASCO;;3,88
2024;10820;35010820;10704;OSASCO;FANNY MONZONI SANTOS PROFESSORA;OSASCO;;2,99
2024;10844;35010844;10704;OSASCO;MARIA AUGUSTA SIQUEIRA PROFESSORA;OSASCO;;
2024;10868;35010868;10704;OSASCO;LUIZ LUSTOSA DA SILVA PROFESSOR DOUTOR;OSASCO;;2,27
2024;10873;35010873;10704;OSASCO;JOAO BAPTISTA DE BRITO PROFESSOR;OSASCO;;3,89
2024;10881;35010881;10704;OSASCO;AURELIANO LEITE DOUTOR;OSASCO;;1,89
2024;10893;35010893;10704;OSASCO;AMERICO MARCO ANTONIO DOUTOR;OSASCO;;2,74
2024;10900;35010900;10704;OSASCO;BENEDICTO CALDEIRA PROFESSOR;OSASCO;;2,71
2024;10923;35010923;10704;OSASCO;HELOISA DE ASSUMPCAO PROFESSORA;OSASCO;;2,42
2024;10947;35010947;10704;OSASCO;ALICE VELHO TEIXEIRA PROFESSORA;OSASCO;;3,19
2024;10959;35010959;10704;OSASCO;JULIA LOPES DE ALMEIDA;OSASCO;;2,78
2024;10984;35010984;10704;OSASCO;GLORIA AZEDIA BONETTI PROFESSORA;OSASCO;;2,60
2024;10996;35010996;10704;OSASCO;GRACILIANO RAMOS;OSASCO;;2,63
2024;11010;35011010;10704;OSASCO;OGUIOMAR RUGGERI PROFESSOR;OSASCO;;2,11
2024;11034;35011034;10704;OSASCO;TELMO COELHO FILHO MAJOR;OSASCO;;3,47
2024;11058;35011058;10704;OSASCO;LEONARDO VILAS BOAS;OSASCO;;
2024;11061;35011061;10704;OSASCO;JOSUE BENEDICTO MENDES PROFESSOR;OSASCO;;3,47
2024;11083;35011083;10704;OSASCO;VICENTE PEIXOTO PROFESSOR;OSASCO;;4,11
2024;11095;35011095;10704;OSASCO;ANTONIO RAPOSO TAVARES;OSASCO;;2,85
2024;11113;35011113;10704;OSASCO;FRANCISCO CASABONA PROFESSOR;OSASCO;;4,36
2024;11137;35011137;10704;OSASCO;NEWTON ESPIRITO SANTO AYRES PROFESSOR;OSASCO;;2,33
2024;11149;35011149;10704;OSASCO;LUCY ANNA CARROZO LATORRE PROFESSORA;OSASCO;;4,26
2024;11150;35011150;20208;CARAGUATATUBA;JOSE CELESTINO ARANHA;UBATUBA;;3,06
2024;11162;35011162;20208;CARAGUATATUBA;FLORENTINA MARTINS SANCHEZ PROFESSORA;UBATUBA;;1,95
2024;11186;35011186;20208;CARAGUATATUBA;SEMIRAMIS PRADO DE OLIVEIRA PROFESSORA;UBATUBA;;2,89
2024;11198;35011198;20208;CARAGUATATUBA;AUREA MOREIRA RACHOU PROFESSORA;UBATUBA;;2,48
2024;11204;35011204;20208;CARAGUATATUBA;PLINIO GONCALVES DE OLIVEIRA SANTOS;SAO SEBASTIAO;;
2024;11216;35011216;20208;CARAGUATATUBA;DEOLINDO DE OLIVEIRA SANTOS CAPITAO;UBATUBA;;
2024;11228;35011228;20208;CARAGUATATUBA;GABRIEL RIBEIRO DOS SANTOS DOUTOR;ILHABELA;;
2024;11253;35011253;20208;CARAGUATATUBA;ESTEVES DA SILVA DOUTOR;UBATUBA;;2,56
2024;11265;35011265;20208;CARAGUATATUBA;WALKIR VERGANI;SAO SEBASTIAO;;
2024;11289;35011289;20208;CARAGUATATUBA;MARIA JOSE DA PENHA FRUGOLI PROFESSORA;SAO SEBASTIAO;;
2024;11290;35011290;20208;CARAGUATATUBA;EDUARDO CORREA DA COSTA JUNIOR DOUTOR;CARAGUATATUBA;;
2024;11320;35011320;20208;CARAGUATATUBA;THOMAZ RIBEIRO DE LIMA;CARAGUATATUBA;;
2024;11332;35011332;20208;CARAGUATATUBA;ALCIDES DE CASTRO GALVAO;CARAGUATATUBA;;
2024;11368;35011368;20208;CARAGUATATUBA;MAISA THEODORO DA SILVA PROFESSORA;SAO SEBASTIAO;;
2024;11373;35011373;20208;CARAGUATATUBA;NAIR FERREIRA NEVES PROFESSORA;SAO SEBASTIAO;;
2024;11381;35011381;20208;CARAGUATATUBA;BENEDITO MIGUEL CARLOTA;CARAGUATATUBA;;
2024;11393;35011393;20208;CARAGUATATUBA;AVELINO FERREIRA;CARAGUATATUBA;;
2024;11400;35011400;20208;CARAGUATATUBA;ISMAEL IGLESIAS;CARAGUATATUBA;;2,17
2024;11423;35011423;20102;SANTOS;HUMBERTO DE ALENCAR CASTELLO BRANCO MARECHAL;CUBATAO;;2,69
2024;11435;35011435;20102;SANTOS;AFONSO SCHIMIDT;CUBATAO;;3,95
2024;11447;35011447;20102;SANTOS;JACINTO DO AMARAL NARDUCCI PROF;GUARUJA;3,23;1,27
2024;11460;35011460;20102;SANTOS;JOSE CAVARIANI PROFESSOR;GUARUJA;;2,88
2024;11484;35011484;20102;SANTOS;WALTER SCHEPIS PROFESSOR;GUARUJA;;2,37
2024;11496;35011496;20102;SANTOS;NOSSA SENHORA DOS NAVEGANTES;GUARUJA;3,55;2,02
2024;11502;35011502;20102;SANTOS;THEREZA SILVEIRA DE ALMEIDA PROFESSORA;GUARUJA;;
2024;11514;35011514;20102;SANTOS;DINIZ MARTINS PROFESSOR;GUARUJA;;2,28
2024;11526;35011526;20102;SANTOS;EMIDIO JOSE PINHEIRO PROFESSOR;GUARUJA;5,37;
2024;11538;35011538;20102;SANTOS;PAULO CLEMENTE SANTINI;GUARUJA;;1,87
2024;11548;35011548;20102;SANTOS;RAQUEL DE CASTRO FERREIRA PROFESSORA;GUARUJA;;
2024;11551;35011551;20102;SANTOS;PHILOMENA CARDOSO DE OLIVEIRA PROFESSORA;GUARUJA;2,55;
2024;11563;35011563;20102;SANTOS;GALDINO MOREIRA PROFESSOR;GUARUJA;4,34;
2024;11575;35011575;20102;SANTOS;MARCILIO DIAS;GUARUJA;;1,40
2024;11587;35011587;20102;SANTOS;VICENTE DE CARVALHO;GUARUJA;;4,38
2024;11605;35011605;20102;SANTOS;ARMANDO BELLEGARD PROFESSOR;BERTIOGA;;2,56
2024;11617;35011617;20102;SANTOS;WILLIAM AURELI;BERTIOGA;;2,32
2024;11629;35011629;20102;SANTOS;JULIO CONCEICAO;CUBATAO;;4,71
2024;11630;35011630;20102;SANTOS;LINCOLN FELICIANO;CUBATAO;;3,92
2024;11642;35011642;20102;SANTOS;ZENON CLEANTES DE MOURA PROFESSOR;CUBATAO;;2,77
2024;11666;35011666;20102;SANTOS;EDUARDO GOMES MARECHAL DO AR;GUARUJA;4,95;3,23
2024;11678;35011678;20102;SANTOS;HUGO SANTOS SILVA DOUTOR;GUARUJA;5,10;3,44
2024;11685;35011685;20102;SANTOS;JOSE DA COSTA PROFESSOR;CUBATAO;;
2024;11691;35011691;20102;SANTOS;MARIA HELENA DUARTE CAETANO PROFESSORA;CUBATAO;3,39;1,98
2024;11708;35011708;20102;SANTOS;AZEVEDO JUNIOR;SANTOS;;3,65
2024;11721;35011721;20102;SANTOS;SAO LEOPOLDO VISCONDE DE;SANTOS;;3,95
2024;11757;35011757;20102;SANTOS;LUIZA MACUCO DONA;SANTOS;;2,86
2024;11770;35011770;20102;SANTOS;BENEVENUTO MADUREIRA PROFESSOR;SANTOS;;2,21
2024;11782;35011782;20102;SANTOS;SUETONIO BITTENCOURT JUNIOR PROFESSOR;SANTOS;;5,54
2024;11794;35011794;20102;SANTOS;NEVES PRADO MONTEIRO;SANTOS;;2,88
2024;11812;35011812;20102;SANTOS;FERNANDO DE AZEVEDO PROFESSOR;SANTOS;;3,06
2024;11824;35011824;20102;SANTOS;PRIMO FERREIRA PROFESSOR;SANTOS;;
2024;11836;35011836;20102;SANTOS;CANADA;SANTOS;;2,28
2024;11861;35011861;20102;SANTOS;PAULO FILGUEIRAS JUNIOR DOUTOR;SANTOS;;2,23
2024;11873;35011873;20401;AMERICANA;LUIZ HIPOLITO PROFESSOR;AMERICANA;4,56;
2024;11885;35011885;20102;SANTOS;ALZIRA MARTINS LICHTI PROFESSORA;SANTOS;;2,40
2024;11897;35011897;20102;SANTOS;ANTONIO ABLAS FILHO DOUTOR;SANTOS;;
2024;11903;35011903;20102;SANTOS;BARNABE;SANTOS;;2,58
2024;11915;35011915;20102;SANTOS;BARTOLOMEU DE GUSMAO PADRE;SANTOS;;
2024;11927;35011927;20102;SANTOS;MARQUES DE SAO VICENTE;SANTOS;;3,32
2024;11940;35011940;20102;SANTOS;FRANCISCO MEIRA PROFESSOR;SANTOS;;2,42
2024;11952;35011952;20103;SAO VICENTE;SILVIA JORGE POLLASTRINI PROFESSORA;ITANHAEM;;2,85
2024;12002;35012002;20103;SAO VICENTE;BENEDITO CALIXTO;ITANHAEM;;
2024;12014;35012014;20103;SAO VICENTE;FRANCISCO MARTINS DOS SANTOS;PRAIA GRANDE;;2,20
2024;12026;35012026;20103;SAO VICENTE;DAGOBERTO NOGUEIRA DA FONSECA;ITANHAEM;;2,17
2024;12038;35012038;20103;SAO VICENTE;JON TEODORESCO PROFESSOR;ITANHAEM;;
2024;12051;35012051;20103;SAO VICENTE;ABRAHAO JACOB LAFER DOUTOR;PRAIA GRANDE;;
2024;12063;35012063;20103;SAO VICENTE;ALFREDO REIS VIEGAS DOUTOR;PRAIA GRANDE;;
2024;12075;35012075;20103;SAO VICENTE;ANTONIO MOREIRA COELHO DEPUTADO;SAO VICENTE;;3,13
2024;12087;35012087;20103;SAO VICENTE;ENIO VILAS BOAS PROFESSOR;SAO VICENTE;;4,15
2024;12129;35012129;20103;SAO VICENTE;MARIA THEREZA DA CUNHA PEDROSO PROFESSORA;SAO VICENTE;;2,50
2024;12130;35012130;20103;SAO VICENTE;JOSE NIGRO PROFESSOR;SAO VICENTE;;2,66
2024;12142;35012142;20103;SAO VICENTE;ZULMIRA DE ALMEIDA LAMBERT PROFESSORA;SAO VICENTE;;
2024;12178;35012178;20103;SAO VICENTE;JARDIM BOPEVA;PRAIA GRANDE;;
2024;12191;35012191;20103;SAO VICENTE;AUGUSTO PAES D AVILA REVERENDO;PRAIA GRANDE;;
2024;12212;35012212;20103;SAO VICENTE;MARTIM AFONSO;SAO VICENTE;;2,30
2024;12221;35012221;20103;SAO VICENTE;LAUDELINO FERNANDES DOS SANTOS PROFESSOR;PRAIA GRANDE;;
2024;12233;35012233;20103;SAO VICENTE;MARIA PACHECO NOBRE PROFESSORA;PRAIA GRANDE;;3,27
2024;12245;35012245;20103;SAO VICENTE;YOLANDA CONTE PROFESSORA;SAO VICENTE;;
2024;12269;35012269;20103;SAO VICENTE;ARACY DA SILVA FREITAS PROFESSORA;MONGAGUA;;
2024;12294;35012294;20103;SAO VICENTE;FRANCISCO PEREIRA DA ROCHA DOUTOR;PERUIBE;;2,29
2024;12300;35012300;20103;SAO VICENTE;MARGARIDA PINHO RODRIGUES;SAO VICENTE;;2,07
2024;12324;35012324;20103;SAO VICENTE;ARMANDO VICTORIO BEI;SAO VICENTE;;2,71
2024;12348;35012348;20103;SAO VICENTE;LEOPOLDO JOSE DE SANT ANNA PROFESSOR;SAO VICENTE;;2,33
2024;12359;35012359;20103;SAO VICENTE;REYNALDO KUNTZ BUSCH DR;PRAIA GRANDE;;
2024;12361;35012361;20202;GUARATINGUETA;HERMOGENES MAJOR;CRUZEIRO;;2,78
2024;12373;35012373;20202;GUARATINGUETA;HUMBERTO TURNER;CRUZEIRO;;2,19
2024;12385;35012385;20202;GUARATINGUETA;VIRGILIO ANTUNES PROF;CRUZEIRO;;
2024;12397;35012397;20202;GUARATINGUETA;MARIO DA SILVA PINTO DR;CRUZEIRO;;3,81
2024;12403;35012403;20202;GUARATINGUETA;HORTA CORONEL;LAVRINHAS;;4,17
2024;12427;35012427;20202;GUARATINGUETA;JOSE DE PAULA FRANCA PROF;QUELUZ;;
2024;12440;35012440;20202;GUARATINGUETA;MIGUEL PEREIRA;SAO JOSE DO BARREIRO;;
2024;12464;35012464;20202;GUARATINGUETA;SAO LAURINDO VISCONDE;BANANAL;;
2024;12488;35012488;20202;GUARATINGUETA;VICENTE DE PAULA ALMEIDA;ARAPEI;;
2024;12506;35012506;20202;GUARATINGUETA;OSWALDO CRUZ;CRUZEIRO;;3,28
2024;12531;35012531;20202;GUARATINGUETA;JOSE RODRIGUES ALVES SOBRINHO DR;CRUZEIRO;;2,01
2024;12543;35012543;20202;GUARATINGUETA;BARAO DA BOCAINA;AREIAS;;
2024;12555;35012555;20202;GUARATINGUETA;HILDEBRANDO MARTINS SODERO PROF;SILVEIRAS;;2,38
