ANO;CODIGO_ESCOLA;CODIGO_INEP;CODIGO_DIRETORIA;NOME_DIRETORIA;NOME_ESCOLA;NOME_MUNICIPIO;ANOS_INICIAIS;ANOS_FINAIS
2024;12;35000012;10101;NORTE 1;AYRES DE MOURA PROFESSOR;SAO PAULO;;4,27
2024;24;35000024;10101;NORTE 1;GAVIAO PEIXOTO BRIGADEIRO;SAO PAULO;4,36;2,21
2024;36;35000036;10101;NORTE 1;JOAO SOLIMEO;SAO PAULO;;2,22
2024;48;35000048;10101;NORTE 1;WALFREDO ARANTES CALDAS PROFESSOR;SAO PAULO;;
2024;59;35000059;10101;NORTE 1;SEBASTIAO DE OLIVEIRA GUSMAO PROFESSOR;SAO PAULO;;
2024;61;35000061;10101;NORTE 1;SUZANA DE CAMPOS DONA;SAO PAULO;5,21;
2024;73;35000073;10101;NORTE 1;JULIO DE FARIA E SOUZA PROFESSOR;SAO PAULO;5,16;
2024;85;35000085;10101;NORTE 1;JULIO CESAR DE OLIVEIRA PROFESSOR;SAO PAULO;5,76;
2024;97;35000097;10101;NORTE 1;RENATO DE ARRUDA PENTEADO PROFESSOR;SAO PAULO;;
2024;103;35000103;10101;NORTE 1;JOAO BOEMER JARDIM PROFESSOR;SAO PAULO;3,50;
2024;115;35000115;10101;NORTE 1;FRANCISCO FARIA NETO PROFESSOR;SAO PAULO;3,83;
2024;127;35000127;10101;NORTE 1;JOSE ALTENFELDER SILVA PROFESSOR;SAO PAULO;6,08;
2024;139;35000139;10101;NORTE 1;MARIANO DE OLIVEIRA PROFESSOR;SAO PAULO;;1,96
2024;140;35000140;10101;NORTE 1;SILVIO XAVIER ANTUNES PROFESSOR;SAO PAULO;;3,92
2024;152;35000152;10101;NORTE 1;OCTAVIO MONTEIRO DE CASTRO PROFESSOR;SAO PAULO;5,22;
2024;164;35000164;10101;NORTE 1;PIO TELLES PEIXOTO PROFESSOR;SAO PAULO;;2,32
2024;176;35000176;10101;NORTE 1;ZENAIDE VILALVA DE ARAUJO PROFESSORA;SAO PAULO;;2,66
2024;188;35000188;10101;NORTE 1;ANTONIO CANDIDO CORREA GUIMARAES FILHO PROFESSOR;SAO PAULO;;3,10
2024;197;35000197;10101;NORTE 1;AGENOR COUTO DE MAGALHAES DOUTOR;SAO PAULO;;2,25
2024;206;35000206;10101;NORTE 1;ALIPIO DE BARROS PROFESSOR;SAO PAULO;5,71;
2024;218;35000218;10101;NORTE 1;ANTONIO FRANCISCO REDONDO PROFESSOR;SAO PAULO;;
2024;224;35000224;10101;NORTE 1;CANDIDO GONCALVES GOMIDE PROFESSOR;SAO PAULO;;2,45
2024;231;35000231;10101;NORTE 1;CHIQUINHA RODRIGUES;SAO PAULO;5,11;
2024;243;35000243;10101;NORTE 1;ISABEL VIEIRA DE SERPA E PAIVA PROFESSORA;SAO PAULO;4,53;
2024;255;35000255;10101;NORTE 1;CLODOMIRO CARNEIRO;SAO PAULO;;2,75
2024;267;35000267;10101;NORTE 1;ERMANO MARCHETTI;SAO PAULO;;3,60
2024;279;35000279;10101;NORTE 1;GALDINO LOPES CHAGAS PROFESSOR;SAO PAULO;4,08;
2024;280;35000280;10101;NORTE 1;HUMBERTO DE SOUZA MELLO GENERAL;SAO PAULO;;2,54
2024;292;35000292;10101;NORTE 1;DALILA DE ANDRADE COSTA PROFESSORA;SAO PAULO;5,11;
2024;309;35000309;10102;CENTRO;BENEDITO TOLOSA PROFESSOR;SAO PAULO;;2,84
2024;310;35000310;10102;CENTRO;ARY BARROSO;SAO PAULO;4,67;
2024;322;35000322;10102;CENTRO;PEDRO MONTEIRO DO AMARAL CAPITAO;SAO PAULO;;2,48
2024;334;35000334;10102;CENTRO;MANUEL DA NOBREGA PADRE;SAO PAULO;;3,31
2024;346;35000346;10101;NORTE 1;MANOEL DA NOBREGA PADRE;SAO PAULO;5,60;
2024;358;35000358;10102;CENTRO;MATILDE MACEDO SOARES;SAO PAULO;3,27;2,95
2024;361;35000361;10101;NORTE 1;PASQUALE PECCICACCO;SAO PAULO;4,75;
2024;371;35000371;10104;NORTE 2;ANTONIO JOSE LEITE PROF;SAO PAULO;;1,61
2024;383;35000383;10102;CENTRO;ANTOINE DE SAINT EXUPERY;SAO PAULO;;2,76
2024;395;35000395;10101;NORTE 1;JOAQUIM LUIZ DE BRITO PROFESSOR;SAO PAULO;;2,54
2024;401;35000401;10101;NORTE 1;MARQUES DE TAMANDARE ALMIRANTE;SAO PAULO;;2,32
2024;413;35000413;10101;NORTE 1;JOAQUIM SILVADO DOUTOR;SAO PAULO;;2,54
2024;425;35000425;10104;NORTE 2;REPUBLICA DO CHILE;SAO PAULO;5,96;
2024;437;35000437;10102;CENTRO;ANGELINA MADUREIRA PROFESSORA;SAO PAULO;5,67;
2024;449;35000449;10102;CENTRO;TAUNAY VISCONDE DE;SAO PAULO;5,79;
2024;450;35000450;10101;NORTE 1;AUGUSTO RIBEIRO DE CARVALHO PROFESSOR;SAO PAULO;;2,34
2024;462;35000462;10102;CENTRO;AUGUSTO MEIRELLES REIS FILHO PROFESSOR;SAO PAULO;;3,26
2024;474;35000474;10101;NORTE 1;MATHIAS AIRES;SAO PAULO;5,12;
2024;498;35000498;10102;CENTRO;LUIZ GONZAGA RIGHINI PROFESSOR;SAO PAULO;;3,45
2024;504;35000504;10102;CENTRO;MARIO TEIXEIRA MARIANO PROFESSOR;SAO PAULO;5,48;
2024;528;35000528;10102;CENTRO;COLOMBO DE ALMEIDA PROFESSOR;SAO PAULO;;2,12
2024;536;35000536;10102;CENTRO;TARCISIO ALVARES LOBO;SAO PAULO;;2,61
2024;541;35000541;10102;CENTRO;JOAQUIM NABUCO;SAO PAULO;4,90;
2024;553;35000553;10101;NORTE 1;JACOMO STAVALE PROFESSOR;SAO PAULO;;3,53
2024;565;35000565;10101;NORTE 1;NOSSA SENHORA DO RETIRO;SAO PAULO;5,66;
2024;577;35000577;10102;CENTRO;DULCE FERREIRA BOARIN PROFESSORA;SAO PAULO;;3,55
2024;589;35000589;10101;NORTE 1;PLINIO DAMASCO PENNA PROFESSOR;SAO PAULO;;3,39
2024;590;35000590;10102;CENTRO;PAULO SETUBAL;SAO PAULO;6,40;
2024;607;35000607;10104;NORTE 2;TITO PRATES DA FONSECA;SAO PAULO;;2,49
2024;619;35000619;10101;NORTE 1;REGENTE FEIJO;SAO PAULO;5,61;
2024;620;35000620;10101;NORTE 1;ANTONIO EMILIO SOUZA PENNA PROFESSOR;SAO PAULO;;2,90
2024;632;35000632;10101;NORTE 1;AUGUSTO DE MACEDO COSTA DOUTOR;SAO PAULO;6,47;
2024;644;35000644;10101;NORTE 1;PIO XII;SAO PAULO;4,82;
2024;656;35000656;10102;CENTRO;FRONTINO GUIMARAES;SAO PAULO;;4,36
2024;668;35000668;10102;CENTRO;ROMULO PERO PROFESSOR;SAO PAULO;;3,99
2024;673;35000673;10205;LESTE 5;PAULO EGYDIO DE OLIVEIRA CARVALHO SENADOR;SAO PAULO;;2,74
2024;681;35000681;10102;CENTRO;TOLEDO BARBOSA;SAO PAULO;5,41;2,86
2024;693;35000693;10104;NORTE 2;RITA BICUDO PEREIRA PROFA;SAO PAULO;3,91;2,00
2024;700;35000700;10205;LESTE 5;HORACIO LAFER MINISTRO;SAO PAULO;5,20;
2024;711;35000711;10102;CENTRO;NARBAL FONTES PROFESSORA;SAO PAULO;;3,27
2024;723;35000723;10102;CENTRO;OCTAVIO MENDES DOUTOR;SAO PAULO;;4,04
2024;735;35000735;10104;NORTE 2;PAUL HUGON PROF;SAO PAULO;;2,60
2024;747;35000747;10205;LESTE 5;MARIA MONTESSORI;SAO PAULO;;1,66
2024;759;35000759;10205;LESTE 5;FLORINDA CARDOSO PROFESSORA;SAO PAULO;4,61;
2024;760;35000760;10102;CENTRO;AFRANIO PEIXOTO;SAO PAULO;;2,77
2024;772;35000772;10104;NORTE 2;VISCONDE DE INHAUMA ALMIRANTE;SAO PAULO;8,10;
2024;784;35000784;10102;CENTRO;ANESIA SINCORA PROFESSORA;SAO PAULO;5,47;
2024;796;35000796;10205;LESTE 5;HEROIS DA FEB;SAO PAULO;;2,34
2024;802;35000802;10205;LESTE 5;IMPERATRIZ LEOPOLDINA;SAO PAULO;;3,22
2024;814;35000814;10104;NORTE 2;RAQUEL ASSIS BARREIROS PROFA;SAO PAULO;;2,30
2024;838;35000838;10205;LESTE 5;JOAO VIEIRA DE ALMEIDA;SAO PAULO;;2,95
2024;848;35000848;10102;CENTRO;JOAQUIM LEME DO PRADO PROFESSOR;SAO PAULO;;2,46
2024;851;35000851;10205;LESTE 5;JULIO MAIA;SAO PAULO;5,20;
2024;863;35000863;10104;NORTE 2;JOSE MARCELINO DA FONSECA MAJOR;SAO PAULO;7,94;
2024;875;35000875;10104;NORTE 2;CASTRO ALVES;SAO PAULO;;1,98
2024;899;35000899;10102;CENTRO;PEDRO COSTA DEPUTADO;SAO PAULO;6,23;
2024;905;35000905;10104;NORTE 2;CARLOS DE LAET PROF;SAO PAULO;;2,94
2024;917;35000917;10102;CENTRO;ANTONIO LISBOA PROFESSOR;SAO PAULO;;2,24
2024;929;35000929;10102;CENTRO;ANTONIO VIEIRA PADRE;SAO PAULO;;
2024;930;35000930;10102;CENTRO;HOMEM DE MELLO BARAO;SAO PAULO;;3,92
2024;942;35000942;10102;CENTRO;BUENOS AIRES;SAO PAULO;;
2024;966;35000966;10102;CENTRO;GONCALVES DIAS;SAO PAULO;;2,78
2024;978;35000978;10102;CENTRO;CASIMIRO DE ABREU;SAO PAULO;;3,64
2024;985;35000985;10102;CENTRO;REPUBLICA DA BOLIVIA;SAO PAULO;5,82;
2024;1004;35001004;10104;NORTE 2;EURICO FIGUEIREDO PROF;SAO PAULO;;3,98
2024;1016;35001016;10104;NORTE 2;ALBERTO CARDOSO DE MELLO NETO DR;SAO PAULO;;2,53
2024;1028;35001028;10104;NORTE 2;VICTOR DOS SANTOS CUNHA PROF;SAO PAULO;;2,10
2024;1036;35001036;10104;NORTE 2;SEBASTIAO DE SOUZA BUENO PROF;SAO PAULO;;3,56
2024;1041;35001041;10104;NORTE 2;JOHANN GUTENBERG;SAO PAULO;;2,50
2024;1053;35001053;10104;NORTE 2;LUIZ AMARAL WAGNER PROF;SAO PAULO;5,85;
2024;1065;35001065;10104;NORTE 2;DAVID EUGENIO DOS SANTOS PROF;SAO PAULO;5,87;
2024;1077;35001077;10104;NORTE 2;JUDITH GUIMARAES DOS SANTOS PROFA;SAO PAULO;5,37;
2024;1089;35001089;10104;NORTE 2;GABRIELA MISTRAL;SAO PAULO;4,29;2,62
2024;1090;35001090;10104;NORTE 2;JOSE MARIA REYS PROF;SAO PAULO;6,48;
2024;1119;35001119;10104;NORTE 2;EURIPEDES DE CASTRO;SAO PAULO;3,95;
2024;1120;35001120;10102;CENTRO;EXPEDICIONARIO BRASILEIRO;SAO PAULO;6,45;
2024;1132;35001132;10104;NORTE 2;PEDRO ALEXANDRINO;SAO PAULO;;2,54
2024;1144;35001144;10104;NORTE 2;JULIO PESTANA;SAO PAULO;;2,75
2024;1156;35001156;10104;NORTE 2;SILVA JARDIM;SAO PAULO;;2,72
2024;1168;35001168;10104;NORTE 2;ALFREDO INACIO TRINDADE;SAO PAULO;;2,55
2024;1173;35001173;10104;NORTE 2;ALBINO CESAR;SAO PAULO;;3,12
2024;1181;35001181;10104;NORTE 2;RAFAEL DE MORAES LIMA PROF;SAO PAULO;4,79;
2024;1193;35001193;10104;NORTE 2;PHILOMENA BAYLAO PROFA;SAO PAULO;4,93;2,54
2024;1200;35001200;10104;NORTE 2;LAEL DE MOURA PRADO PROF;SAO PAULO;6,57;
2024;1211;35001211;10104;NORTE 2;MIGUEL VIEIRA FERREIRA DR;SAO PAULO;6,11;
2024;1235;35001235;10104;NORTE 2;CYRENE DE OLIVEIRA LAET DONA;SAO PAULO;;2,59
2024;1247;35001247;10104;NORTE 2;RUY BARBOSA CONSELHEIRO;SAO PAULO;;2,78
2024;1259;35001259;10104;NORTE 2;JOAO LIGABUE CONEGO;SAO PAULO;;3,42
2024;1272;35001272;10104;NORTE 2;ANGELO BORTOLO;SAO PAULO;;2,75
2024;1284;35001284;10104;NORTE 2;AMENAIDE BRAGA DE QUEIROZ PROFA;SAO PAULO;;3,08
2024;1296;35001296;10104;NORTE 2;CARMOSINA MONTEIRO VIANNA PROFA;SAO PAULO;;2,27
2024;1302;35001302;10104;NORTE 2;ARNALDO BARRETO;SAO PAULO;;2,76
2024;1326;35001326;10104;NORTE 2;PEDRO DE MORAES VICTOR DR;SAO PAULO;;1,99
2024;1338;35001338;10104;NORTE 2;MARIA ANGELITA SAYAGO LAET PROFA;SAO PAULO;4,95;
2024;1348;35001348;10104;NORTE 2;JOSE DO AMARAL MELLO PROF;SAO PAULO;3,70;2,09
2024;1351;35001351;10104;NORTE 2;ADEMAR HIROSHI SUDA PROF;SAO PAULO;6,68;
2024;1363;35001363;10102;CENTRO;SAO PAULO;SAO PAULO;;
2024;1375;35001375;10205;LESTE 5;LOUREIRO JUNIOR PROFESSOR;SAO PAULO;;3,56
2024;1387;35001387;10205;LESTE 5;THEODORO DE MORAES PROFESSOR;SAO PAULO;6,90;
2024;1399;35001399;10205;LESTE 5;PAULO MONTE SERRAT PROFESSOR;SAO PAULO;7,09;
2024;1405;35001405;10102;CENTRO;ROMAO PUIGARI;SAO PAULO;4,74;
2024;1417;35001417;10205;LESTE 5;ISAI LEIRNER;SAO PAULO;;4,18
2024;1430;35001430;10205;LESTE 5;ANDRE OHL;SAO PAULO;5,79;
2024;1442;35001442;10205;LESTE 5;ANDRE XAVIER GALLICHO PROFESSOR;SAO PAULO;4,77;2,34
2024;1454;35001454;10102;CENTRO;ANTONIO FIRMINO DE PROENCA PROF;SAO PAULO;;1,60
2024;1466;35001466;10205;LESTE 5;AMADEU AMARAL;SAO PAULO;;2,94
2024;1478;35001478;10102;CENTRO;EDUARDO PRADO;SAO PAULO;5,67;2,79
2024;1485;35001485;10205;LESTE 5;GUERINO RASO;SAO PAULO;6,52;
2024;1491;35001491;10205;LESTE 5;ANNA TEIXEIRA PRADO ZACHARIAS PROFESSORA;SAO PAULO;;3,93
2024;1508;35001508;10205;LESTE 5;ANTONIO DE QUEIROZ TELLES DOUTOR;SAO PAULO;6,67;
2024;1512;35001512;10316;CENTRO SUL;ARMANDO ARAUJO;SAO PAULO;6,44;3,26
2024;1521;35001521;10102;CENTRO;PAULO LUIG FREI;SAO PAULO;4,32;3,74
2024;1545;35001545;10316;CENTRO SUL;PANDIA CALOGERAS;SAO PAULO;5,92;
2024;1557;35001557;20205;SAO JOSE DOS CAMPOS;BENEDITO MATARAZZO DEPUTADO;SAO JOSE DOS CAMPOS;;3,39
2024;1569;35001569;10316;CENTRO SUL;OSWALDO CRUZ;SAO PAULO;5,45;2,96
2024;1570;35001570;10102;CENTRO;ORESTES GUIMARAES;SAO PAULO;4,05;2,53
2024;1582;35001582;10205;LESTE 5;DOMINGOS FAUSTINO SARMIENTO;SAO PAULO;4,43;
2024;1600;35001600;10205;LESTE 5;PLINIO BARRETO;SAO PAULO;;3,54
2024;1624;35001624;10205;LESTE 5;WOLNY CARVALHO RAMOS PROFESSOR;SAO PAULO;;3,19
2024;1659;35001659;10102;CENTRO;ANCHIETA PADRE;SAO PAULO;;3,01
2024;1661;35001661;10316;CENTRO SUL;MMDC;SAO PAULO;;3,64
2024;1673;35001673;10205;LESTE 5;MARIA DA GLORIA COSTA E SILVA PROFESSORA;SAO PAULO;;2,67
2024;1685;35001685;10316;CENTRO SUL;MARIO CASASSANTA PROFESSOR;SAO PAULO;;3,03
2024;1697;35001697;10205;LESTE 5;BEATRIZ R BASSI ASTORINO PROFESSORA;SAO PAULO;4,73;2,87
2024;1703;35001703;10205;LESTE 5;MARIO MARQUES DE OLIVEIRA PROFESSOR;SAO PAULO;;
2024;1727;35001727;10208;LESTE 4;VICTOR MIGUEL ROMANO PROF;SAO PAULO;;2,25
2024;1739;35001739;10316;CENTRO SUL;ANDRE DREYFUS PROFESSOR;SAO PAULO;5,92;
2024;1740;35001740;10205;LESTE 5;STEFAN ZWEIG;SAO PAULO;;3,68
2024;1752;35001752;10208;LESTE 4;AROLDO DE AZEVEDO PROF;SAO PAULO;;2,38
2024;1764;35001764;10316;CENTRO SUL;ANNITA ATALLA PROFESSORA;SAO PAULO;5,53;
2024;1776;35001776;10205;LESTE 5;SECUNDINO DOMINGUES FILHO DOUTOR;SAO PAULO;3,81;2,81
2024;1788;35001788;10316;CENTRO SUL;OLGA BENATTI PROFESSORA;SAO PAULO;;5,50
2024;1797;35001797;10316;CENTRO SUL;BRISABELLA ALMEIDA NOBRE PROFESSORA;SAO PAULO;;3,43
2024;1806;35001806;10205;LESTE 5;JOY ARRUDA DOUTOR;SAO PAULO;7,55;
2024;1818;35001818;10208;LESTE 4;JOCELYN PONTES GESTAL PROF;SAO PAULO;5,10;
2024;1824;35001824;10316;CENTRO SUL;JOSE HEITOR CARUSI PROFESSOR;SAO PAULO;;1,94
2024;1843;35001843;10316;CENTRO SUL;FRANCISCO BORGES VIEIRA DOUTOR;SAO PAULO;;2,48
2024;1855;35001855;10316;CENTRO SUL;AMERICO DE MOURA PROFESSOR;SAO PAULO;;
2024;1867;35001867;10205;LESTE 5;LUIZA MENDES CORREA SOUZA PROFESSORA;SAO PAULO;5,28;3,34
2024;1879;35001879;10316;CENTRO SUL;JOAO FIRMINO DE CAMPOS;SAO PAULO;6,07;
2024;1880;35001880;10205;LESTE 5;JOSE CHEDIAK;SAO PAULO;;2,75
2024;1892;35001892;10316;CENTRO SUL;REPUBLICA DO PARAGUAY;SAO PAULO;5,96;4,78
2024;1909;35001909;10316;CENTRO SUL;CAROLINA AUGUSTA DA COSTA GALVAO PROFESSORA;SAO PAULO;2,65;2,37
2024;1910;35001910;10205;LESTE 5;CLEMENTE QUAGLIO PROFESSOR;SAO PAULO;;1,98
2024;1922;35001922;10205;LESTE 5;JULIETA NOGUEIRA RINALDI PROFESSORA;SAO PAULO;6,52;
2024;1934;35001934;10205;LESTE 5;JOAQUIM BRAGA DE PAULA PROFESSOR;SAO PAULO;;3,27
2024;1958;35001958;10316;CENTRO SUL;JULIA MACEDO PANTOJA PROFESSORA;SAO PAULO;6,51;3,27
2024;1961;35001961;10205;LESTE 5;NORBERTO MAYER FILHO DEPUTADO;SAO PAULO;;
2024;1971;35001971;10205;LESTE 5;MOACYR CAMPOS PROFESSOR;SAO PAULO;;2,54
2024;1995;35001995;10205;LESTE 5;JULIA AMALIA AZEVEDO ANTUNES PROFESSORA;SAO PAULO;6,44;
2024;2008;35002008;10205;LESTE 5;JOAO DIAS DA SILVEIRA PROFESSOR;SAO PAULO;;
2024;2012;35002012;10205;LESTE 5;JOAO CLIMACO DA SILVA KRUSE PROFESSOR;SAO PAULO;6,43;
2024;2021;35002021;10205;LESTE 5;IRENE RIBEIRO PROFESSORA;SAO PAULO;7,36;
2024;2045;35002045;10205;LESTE 5;ALVINO BITTENCOURT PROFESSOR;SAO PAULO;7,95;
2024;2057;35002057;10205;LESTE 5;AMELIA DE ARAUJO DONA;SAO PAULO;;3,47
2024;2069;35002069;10205;LESTE 5;ARACY LEME DA VEIGA RAVACHE PROFESSORA;SAO PAULO;;2,28
2024;2070;35002070;10205;LESTE 5;BENEDITO ESTEVAM DOS SANTOS DOUTOR;SAO PAULO;6,75;
2024;2082;35002082;10205;LESTE 5;BLANCA ZWICKER SIMOES PROFESSORA;SAO PAULO;7,48;
2024;2094;35002094;10205;LESTE 5;FREDERICO VERGUEIRO STEIDEL;SAO PAULO;6,81;
2024;2100;35002100;10205;LESTE 5;ERASMO BRAGA;SAO PAULO;5,87;
2024;2112;35002112;10205;LESTE 5;CONGONHAS DO CAMPO VISCONDE DE;SAO PAULO;;2,98
2024;2124;35002124;10205;LESTE 5;CARLOS ESCOBAR;SAO PAULO;6,85;
2024;2136;35002136;10205;LESTE 5;CARAMURU;SAO PAULO;;3,63
2024;2148;35002148;10205;LESTE 5;PAULO NOVAES DE CARVALHO PROFESSOR;SAO PAULO;;3,26
2024;2159;35002159;10205;LESTE 5;PEDRO ARBUES CORONEL;SAO PAULO;;4,03
2024;2161;35002161;10205;LESTE 5;SALVADOR ROCCO PROFESSOR;SAO PAULO;;3,71
2024;2173;35002173;10205;LESTE 5;JOAO BORGES PROFESSOR;SAO PAULO;;3,82
2024;2197;35002197;10205;LESTE 5;IRENE DE LIMA PAIVA PROFESSORA;SAO PAULO;;3,23
2024;2203;35002203;10205;LESTE 5;JOSE MARQUES DA CRUZ PROFESSOR;SAO PAULO;;
2024;2227;35002227;10205;LESTE 5;BENEDITA RIBAS F SILVEIRA PROFESSORA;SAO PAULO;;4,14
2024;2239;35002239;10205;LESTE 5;ALMERINDA RODRIGUES MELLO PROFESSORA;SAO PAULO;;2,48
2024;2240;35002240;10205;LESTE 5;ANTONIO CANDIDO BARONE;SAO PAULO;;4,05
2024;2252;35002252;10205;LESTE 5;ASCENDINO REIS PROFESSOR;SAO PAULO;;
2024;2264;35002264;10205;LESTE 5;OSWALDO CATALANO;SAO PAULO;;
2024;2288;35002288;10205;LESTE 5;PAULO CAVALCANTI ALBUQUERQUE PROFESSOR;SAO PAULO;5,40;
2024;2297;35002297;10205;LESTE 5;ORVILLE DERBY;SAO PAULO;;3,18
2024;2318;35002318;10205;LESTE 5;SANTOS AMARO DA CRUZ PROFESSOR;SAO PAULO;;2,49
2024;2331;35002331;10208;LESTE 4;PILAR GARCIA VIDAL DONA;SAO PAULO;;2,93
2024;2343;35002343;10208;LESTE 4;MARIA LOURDES N ALBERGARIA PROFA;SAO PAULO;4,54;2,69
2024;2355;35002355;10208;LESTE 4;MARISA DE MELLO PROFA;SAO PAULO;6,69;4,89
2024;2367;35002367;10208;LESTE 4;OLGA MARINOVIC DORO PROFA;SAO PAULO;5,98;
2024;2379;35002379;10207;LESTE 1;RITA JULIA DE OLIVEIRA PROFESSORA;SAO PAULO;4,39;
2024;2380;35002380;10207;LESTE 1;SANTOS DUMONT;SAO PAULO;5,07;
2024;2392;35002392;10207;LESTE 1;JOSE BARTOCCI PROFESSOR;SAO PAULO;5,37;
2024;2409;35002409;10208;LESTE 4;LUIZ ANTONIO FRAGOSO PROF;SAO PAULO;;
2024;2410;35002410;10207;LESTE 1;THEODOMIRO EMERIQUE PROFESSOR;SAO PAULO;5,60;
2024;2422;35002422;10207;LESTE 1;GABRIEL ORTIZ PROFESSOR;SAO PAULO;;
2024;2434;35002434;10208;LESTE 4;JAMIL PEDRO SAWAYA PROF;SAO PAULO;;3,44
2024;2446;35002446;10207;LESTE 1;JOSE DE CAMPOS CAMARGO PROFESSOR;SAO PAULO;4,85;
2024;2458;35002458;10208;LESTE 4;BERNARDO RODRIGUES NOGUEIRA DOM;SAO PAULO;5,26;
2024;2461;35002461;10207;LESTE 1;JOAO MARIA OGNO OSB DOM;SAO PAULO;;2,46
2024;2471;35002471;10208;LESTE 4;ZALINA ROLIM DONA;SAO PAULO;;3,24
2024;2483;35002483;10207;LESTE 1;ESTHER FRANKEL SAMPAIO;SAO PAULO;;3,59
2024;2513;35002513;10207;LESTE 1;NOSSA SENHORA DA PENHA;SAO PAULO;;
2024;2525;35002525;10207;LESTE 1;ANTAO PADRE;SAO PAULO;;3,04
2024;2549;35002549;10208;LESTE 4;ADELAIDE FERRAZ DE OLIVEIRA PROFA;SAO PAULO;;4,39
2024;2550;35002550;10207;LESTE 1;MARIA APARECIDA DE CASTRO MASIERO PROFESSORA;SAO PAULO;;
2024;2562;35002562;10207;LESTE 1;MARIA DE CARVALHO SENNE PROFESSORA;SAO PAULO;;3,49
2024;2574;35002574;10207;LESTE 1;CUSTODIO JOSE DE MELLO ALMIRANTE;SAO PAULO;;3,29
2024;2586;35002586;10207;LESTE 1;BARAO DE RAMALHO;SAO PAULO;;2,73
2024;2598;35002598;10208;LESTE 4;ASTOLFO ARAUJO DEPUTADO;SAO PAULO;;2,86
2024;2616;35002616;10208;LESTE 4;MARIA AUGUSTA DE AVILA PROFA;SAO PAULO;;2,09
2024;2636;35002636;10208;LESTE 4;INFANTE DOM HENRIQUE;SAO PAULO;;3,31
2024;2641;35002641;10208;LESTE 4;JOSE PEREIRA DE QUEIROZ DR;SAO PAULO;;
2024;2653;35002653;10208;LESTE 4;AFONSO PENNA JUNIOR PROF;SAO PAULO;;2,90
2024;2665;35002665;10207;LESTE 1;SOUZA QUEIROZ BARAO DE;SAO PAULO;5,01;
2024;2677;35002677;10208;LESTE 4;JOSE TALARICO;SAO PAULO;;2,93
2024;2689;35002689;10208;LESTE 4;EXERCITO BRASILEIRO;SAO PAULO;;
2024;2690;35002690;10208;LESTE 4;JOAO RAMACCIOTTI PROF;SAO PAULO;;3,10
2024;2707;35002707;10207;LESTE 1;VITAL FOGACA DE ALMEIDA DOUTOR;SAO PAULO;;2,61
2024;2719;35002719;10207;LESTE 1;CAETANO MIELE PROFESSOR;SAO PAULO;;2,37
2024;2720;35002720;10207;LESTE 1;ANNITA GUASTINI EIRAS PROFESSORA;SAO PAULO;4,50;
2024;2732;35002732;10207;LESTE 1;IRENE BRANCO DA SILVA PROFESSORA;SAO PAULO;;2,88
2024;2744;35002744;10207;LESTE 1;FILOMENA MATARAZZO CONDESSA;SAO PAULO;;
2024;2756;35002756;10207;LESTE 1;EUNICE LAUREANO DA SILVA PROFESSORA;SAO PAULO;6,01;
2024;2768;35002768;10207;LESTE 1;VALACE MARQUES PROFESSOR;SAO PAULO;4,89;2,51
2024;2773;35002773;10207;LESTE 1;BENEDITA DE REZENDE PROFESSORA;SAO PAULO;;2,47
2024;2781;35002781;10207;LESTE 1;JOSE DE CARVALHO PADRE;SAO PAULO;5,32;
2024;2793;35002793;10207;LESTE 1;REPUBLICA DO URUGUAI;SAO PAULO;;2,86
2024;2800;35002800;10207;LESTE 1;THEREZA DOROTHEA DE ARRUDA REGO PROFESSORA;SAO PAULO;;2,55
2024;2811;35002811;10207;LESTE 1;SILVA PRADO DEPUTADO;SAO PAULO;;3,40
2024;2823;35002823;10207;LESTE 1;MARINHA DO BRASIL;SAO PAULO;4,31;
2024;2835;35002835;10207;LESTE 1;ERMELINO MATARAZZO;SAO PAULO;;2,04
2024;2847;35002847;10207;LESTE 1;MIGUEL DE CERVANTES Y SAAVEDRA DOM;SAO PAULO;;3,44
2024;2859;35002859;10210;LESTE 2;MARIO KOZEL FILHO;SAO PAULO;3,50;2,21
2024;2860;35002860;10210;LESTE 2;ESTELA BORGES MORATO;SAO PAULO;4,89;
2024;2872;35002872;10207;LESTE 1;MAXIMO DE MOURA SANTOS PROFESSOR;SAO PAULO;4,20;
2024;2884;35002884;10207;LESTE 1;RAUL PILLA DEPUTADO;SAO PAULO;;4,33
2024;2896;35002896;10207;LESTE 1;GALILEO EMENDABILI ESCULTOR;SAO PAULO;4,96;
2024;2902;35002902;10210;LESTE 2;CARLOS GOMES;SAO PAULO;;3,35
2024;2914;35002914;10210;LESTE 2;DOM PEDRO I;SAO PAULO;;
2024;2926;35002926;10210;LESTE 2;ARMANDO GOMES DE ARAUJO PROF;SAO PAULO;;2,46
2024;2938;35002938;10210;LESTE 2;ALBERTO SCHWEITZER;SAO PAULO;4,20;
2024;2948;35002948;10210;LESTE 2;PLINIO CAIADO DE CASTRO DR;SAO PAULO;4,55;
2024;2951;35002951;10210;LESTE 2;MANOEL DE NOBREGA DEPUTADO;SAO PAULO;;4,61
2024;2963;35002963;10210;LESTE 2;JOSE BONIFACIO ANDRADA E SILVA JARDIM PROF;SAO PAULO;;2,80
2024;2975;35002975;10207;LESTE 1;MARIO REYS COMENDADOR;SAO PAULO;;
2024;2987;35002987;10207;LESTE 1;GABRIEL PELICIOTTI PROFESSOR;SAO PAULO;5,20;
